y_true,y_pred,prob_class_Bundesliga,prob_class_Bundesliga 2,prob_class_EFL Championship,prob_class_LaLiga,prob_class_LaLiga 2,prob_class_Ligue 1,prob_class_Ligue 2,prob_class_Premier League,prob_class_Serie A,prob_class_Serie B,erreur,pays_true,pays_pred,meme_pays
Serie A,LaLiga 2,0.0046993709933424,0.0235062800775877,0.0435840728974189,0.0115904346467523,0.4941049292031289,0.0129389417356497,0.0041350595250079,0.0209424455892109,0.1843243233237877,0.2001741420081134,True,Italie,Espagne,False
Premier League,EFL Championship,0.0257568856185928,0.0035084054541552,0.5737330989733771,0.0092199909594107,0.0042285841993721,0.0221081328712937,0.0023134703139722,0.3483367861187763,0.0059450388360394,0.0048496066550099,True,Angleterre,Angleterre,True
EFL Championship,LaLiga,0.0269291217182453,0.0623874425431188,0.1523460014432612,0.5594437167494729,0.0018434551276217,0.0240705457039606,0.0020797835855083,0.1313259140564961,0.0349766516251972,0.0045973674471176,True,Angleterre,Espagne,False
EFL Championship,Premier League,0.0677537390728009,0.002217011946268,0.4107802776478179,0.0014577306001974,0.0003415703470528,0.005176271093821,0.0010248894884206,0.508116438460725,0.0017112041923811,0.0014208671505149,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0023587246913818,0.001892607965776,0.634717304364623,0.0002055200249601,5.193800520307304e-05,0.0037435786800824,0.0038194166097015,0.3519151631677703,0.0007971844238708,0.0004985620666305,True,Angleterre,Angleterre,True
LaLiga 2,Premier League,0.0161628048393679,0.0271585820107486,0.0220616469157961,0.0972862740853119,0.0463789673287348,0.2599727891163925,0.001668903012281,0.4811272613368772,0.0297748356067828,0.0184079357477067,True,Espagne,Angleterre,False
LaLiga 2,Serie B,0.0022112634666913,0.0929833128401252,0.0161135507698412,0.0345073232677394,0.1896309430782134,0.0039633723606996,0.0018083166032031,0.0039846770299677,0.1360278559013034,0.5187693846822152,True,Espagne,Italie,False
EFL Championship,Premier League,0.0010075433411336,0.0023314464424243,0.3205536311037396,0.0113990392107554,0.0282891503851283,0.0143387733697233,0.0094537632866015,0.5985966966981766,0.0078219841535429,0.006207972008774,True,Angleterre,Angleterre,True
Serie B,Bundesliga 2,0.0031670027737007,0.844375858692997,0.0524301578371043,0.002997615573917,0.0030005785952939,0.0010613783341865,0.0063873148904752,0.0080829472470076,0.047943650461365,0.0305534955939526,True,Italie,Allemagne,False
Ligue 2,Premier League,0.0057228515904459,0.018369216437222,0.1853319394739769,0.0494552284246631,0.1021669356270623,0.0036481213548563,0.2718216322666691,0.2730993662101366,0.0341054536957352,0.0562792549192321,True,France,Angleterre,False
Premier League,EFL Championship,0.1517654435593238,0.0085216958669913,0.3684377043419309,0.0082774571785356,0.0088700852571312,0.1310238916235727,0.0233701114782429,0.2743073085311495,0.0149153980949126,0.0105109040682092,True,Angleterre,Angleterre,True
Ligue 2,Ligue 1,0.0046256179783938,0.045196955205369,0.0926960169857666,0.0022969644180513,0.0053565321790608,0.3940286379733314,0.3178763171083389,0.0437863341806847,0.0302627448114744,0.0638738791595289,True,France,France,True
Serie B,Bundesliga 2,0.1661867766281056,0.3603827973572691,0.0932009229292371,0.0618109682956704,0.0206185042404267,0.0438660703853699,0.0998767662233213,0.0277417727847764,0.0839789347034924,0.0423364864523308,True,Italie,Allemagne,False
Ligue 2,Ligue 1,0.0653387123399592,0.0191585092561271,0.0557597027566284,0.027999496415403,0.0140594769237434,0.7193283699747802,0.0349074274511803,0.0379523940234894,0.0224813881607717,0.0030145226979168,True,France,France,True
Ligue 2,EFL Championship,0.0002319434310723,0.0569606943073298,0.4822537566592388,0.0003559296749019,0.0132585616198344,0.0020764912125172,0.347850073818181,0.0191653281583818,0.005567939943378,0.0722792811751645,True,France,Angleterre,False
Premier League,EFL Championship,0.0279878327017977,0.0070831300850563,0.4701820889765911,0.0077321194640652,0.0026667030047095,0.0091914821580685,0.0013032399539547,0.4693022375446247,0.0029175141509727,0.0016336519601593,True,Angleterre,Angleterre,True
LaLiga 2,Bundesliga 2,0.0545591675497951,0.4500117480617968,0.0352232855402555,0.0436644763073544,0.2984379482576983,0.0073683448199624,0.0013868000635296,0.0090863271346537,0.0848957498376022,0.0153661524273516,True,Espagne,Allemagne,False
