y_true,y_pred,prob_class_Bundesliga,prob_class_Bundesliga 2,prob_class_EFL Championship,prob_class_LaLiga,prob_class_LaLiga 2,prob_class_Ligue 1,prob_class_Ligue 2,prob_class_Premier League,prob_class_Serie A,prob_class_Serie B,erreur,pays_true,pays_pred,meme_pays
Serie B,Serie A,1.378205225407517e-05,0.0009473459928008,0.0001415811154068,3.406749824292549e-05,2.600311257693604e-05,2.078086081677377e-05,1.0123171875679805e-06,0.0005498334204382,0.9692018182495188,0.0290637753807568,True,Italie,Italie,True
Premier League,EFL Championship,1.5667333579182976e-06,7.594180974673047e-05,0.6380305639683731,2.7929808246766557e-06,6.930142340325578e-05,3.759051548858082e-05,0.0001936496728656,0.3614529071972092,3.379964487565437e-05,0.0001018860538552,True,Angleterre,Angleterre,True
EFL Championship,Premier League,4.38169372950877e-05,0.000243728006939,0.060088164968468,1.6703995092193432e-05,8.393870482987966e-05,8.646129068656473e-05,0.000166698977297,0.9389273882493026,0.0001758349595413,0.0001672639105481,True,Angleterre,Angleterre,True
Bundesliga 2,Serie B,4.686987179545468e-06,0.3735163808618859,0.0906555231907078,1.410742042980146e-06,0.0047888490959508,7.597510600231712e-05,0.002840695830831,8.148638202001709e-06,3.352792165829573e-05,0.5280748016255391,True,Allemagne,Italie,False
Bundesliga 2,Serie B,0.0001053097882189,0.1462417968586397,0.0148428606557754,5.627943693385925e-06,0.0013054986562186,0.0005175677310323,0.0082937407140403,6.336904775109653e-06,1.5666670678345402e-05,0.8286655940769276,True,Allemagne,Italie,False
LaLiga 2,LaLiga,0.0004530731992683,0.0002443578021114,0.000773958681731,0.963027205483564,0.0240407708684601,0.0007651845314309,2.527434271185445e-05,0.0106070269971965,5.497243456372846e-05,8.175658961629302e-06,True,Espagne,Espagne,True
Premier League,EFL Championship,0.0003337534127502,0.00048657855327,0.903252210362655,0.0001468595734403,9.587490050879057e-05,0.0025604096188288,8.453813205236173e-05,0.0929801491909432,2.5387771545706928e-05,3.423848400493995e-05,True,Angleterre,Angleterre,True
Premier League,EFL Championship,3.513354017934281e-05,0.0013246329792406,0.8394528742960682,0.0090796218374114,8.110773912111214e-05,4.760091721064369e-05,2.494643842395935e-06,0.1498402223967002,2.313177312342609e-05,0.0001131798771026,True,Angleterre,Angleterre,True
Ligue 1,Ligue 2,0.0267558769481098,0.0016600197027436,0.0032740450260418,0.0017684407584367,0.0011832075947599,0.0464335482619768,0.914078330397063,0.0045264438974398,9.743398074989171e-05,0.0002226534326785,True,France,France,True
EFL Championship,Premier League,0.0024256598668207,0.000288304582796,0.1717543456241131,0.0002744210344955,8.024063681643348e-05,0.0009596837487934,7.260102680937656e-05,0.8239395307987967,7.849695102151435e-06,0.0001973629854563,True,Angleterre,Angleterre,True
EFL Championship,Premier League,8.834604378294821e-05,0.0001342048551008,0.4075752548602821,0.0003298569364835,0.0001676947087623,0.0003349310419298,0.0008762212195428,0.5903562068625343,1.967627540733624e-05,0.0001176071961737,True,Angleterre,Angleterre,True
EFL Championship,Premier League,0.0002980111174387,8.820177011879453e-05,0.1344107917328812,2.4342101883314453e-05,1.3146487347410583e-05,6.103678083981866e-05,9.758136557510908e-06,0.8650613408558504,1.7294149203872904e-05,1.607686787879408e-05,True,Angleterre,Angleterre,True
Premier League,EFL Championship,9.420022371538654e-06,1.1626216431185492e-05,0.538680817984029,4.284373624100359e-06,9.576428174652488e-06,9.164588365389652e-06,5.208919988139354e-05,0.4611826552841267,7.266240996580064e-06,3.309966199937993e-05,True,Angleterre,Angleterre,True
Premier League,EFL Championship,5.655470090246214e-05,0.0006350832091748,0.6635550890252582,0.0001492441754028,0.0001362594858905,1.7454633618559328e-06,0.0004576086303305,0.3349391536157338,2.6212056418006025e-05,4.304963752702347e-05,True,Angleterre,Angleterre,True
Premier League,EFL Championship,1.7457966738415715e-05,3.728319200126716e-05,0.9456150236574208,0.0009727988297995,0.0001026043330127,1.2692250922555298e-05,2.089318894779124e-05,0.0531540551719542,3.8109598563881567e-06,6.338044934651107e-05,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.9375092440738304,0.0597688408060162,0.0011425688365241,0.0001281792016979,3.855008980836408e-05,0.0001871552351353,1.3366392567996151e-06,0.0011980776202517,1.590642704474817e-05,1.0141070434385477e-05,True,Allemagne,Allemagne,True
EFL Championship,Premier League,1.5366162301485983e-05,8.033950931626202e-05,0.0249338538618509,1.3785483806854694e-05,2.41820086646326e-05,1.8217468411987497e-05,5.525679985794843e-06,0.9748477985448448,2.8708466544459892e-05,3.222281427291325e-05,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.5718516129637484,0.423335644988868,0.0038307369855798,0.0004078523716038,4.472568249190065e-05,1.711216685218645e-05,3.208786986825318e-05,0.0004481726643449,2.4227283021369897e-05,7.827023621267983e-06,True,Allemagne,Allemagne,True
LaLiga 2,LaLiga,3.895051040357015e-05,0.0002995201121989,2.477018384923065e-05,0.9562762882768564,0.042939805721448,0.0001269508139816,1.9589980204217667e-05,3.134389065191728e-05,0.0001541597497014,8.862076070461767e-05,True,Espagne,Espagne,True
Serie A,EFL Championship,4.529717733244052e-05,0.0012774673387589,0.6120691739915923,2.4545458009305164e-05,0.0274200650601572,0.0001193170086897,0.0038607815152768,0.0002441268482069,0.269532678001489,0.0854065476004871,True,Italie,Angleterre,False
Ligue 1,Ligue 2,0.0001079985477708,0.0001261859460188,0.0008950317921858,5.663480850273585e-05,0.0008407787580705,0.2502865668940487,0.720284675978336,0.0253138170396101,0.0002064542423648,0.0018818559930915,True,France,France,True
EFL Championship,Premier League,5.8595199078946345e-05,5.737435421880557e-05,0.2769319329184388,1.2371655570173754e-05,1.7196059167744986e-05,0.0002725482938649,0.0002810082438015,0.7222164639258941,5.499032205762961e-05,9.751902790722856e-05,True,Angleterre,Angleterre,True
LaLiga 2,EFL Championship,8.716510901729772e-05,0.0742650068085473,0.6717567110436999,3.505254280516363e-05,0.2321937662062363,0.0002226548588046,0.012237206577534,0.0004844907549602,0.0062791288871611,0.0024388172112336,True,Espagne,Angleterre,False
Premier League,EFL Championship,2.3312148903507976e-05,0.0035961090913945,0.7299614793625055,0.0001772014945787,0.0002156450415519,2.757914194927292e-05,0.0002947145674119,0.2654907105882279,0.0001267380399279,8.651052354882292e-05,True,Angleterre,Angleterre,True
LaLiga 2,LaLiga,0.0116307397792635,0.0192208833174606,0.139724621339722,0.4299538205203025,0.2762037870142201,0.0027713681861608,0.0110531127027824,0.0026461070096677,0.0041217700982772,0.1026737900321426,True,Espagne,Espagne,True
Premier League,EFL Championship,6.090967066817692e-05,3.217634122520293e-05,0.8607585065698026,0.0001134856849084,0.0001997562074018,4.996229285295474e-05,1.851375457180443e-05,0.1387080091845952,5.248122694615448e-06,5.343217127937293e-05,True,Angleterre,Angleterre,True
LaLiga,LaLiga 2,0.0001229948960392,0.0011046985702702,0.0003942495235941,0.3495867755541886,0.6299500821303894,0.0001896251304194,0.0069498642920107,2.0361380416468438e-05,0.0008284843168573,0.0108528642058142,True,Espagne,Espagne,True
Bundesliga 2,EFL Championship,4.56179094193397e-06,0.444816953176053,0.4638538290494824,4.8865743997952e-06,0.0034017787388881,0.0001230390433549,0.0135911216386865,2.186581696916979e-05,0.0002602822032237,0.0739216819680001,True,Allemagne,Angleterre,False
Premier League,EFL Championship,0.000179227910414,0.0002571337478397,0.5789081846525651,9.357897091924855e-05,0.000209746100953,0.0022978884788114,0.0006746719853963,0.4172215618632671,3.1660514107270437e-06,0.0001548402384232,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.5281280188307319,0.3815178010189167,0.0063844979475733,0.0433929928436655,0.0034677632262501,0.0006260912133611,4.439164816665741e-05,0.0061854464613961,0.0156422769987424,0.014610719811196,True,Allemagne,Allemagne,True
Ligue 2,Ligue 1,0.0077762151372744,0.0023120300346722,0.0010565972301739,0.0007223147333364,0.0023040692010515,0.9207924957687846,0.0585461933700566,0.0062457753741355,3.449599169270698e-05,0.0002098131588216,True,France,France,True
Serie B,Serie A,0.000235036366031,0.0024551903311021,0.007220515163456,7.825954613735557e-05,0.0464915461755729,0.0001330042495759,7.381499107687329e-05,0.0010963241341769,0.7795549178424905,0.1626613912003801,True,Italie,Italie,True
Premier League,EFL Championship,1.4335322637065546e-05,6.938103679572656e-05,0.9976893974619956,1.0172158752225651e-05,0.0007646494351538,2.9799987917849662e-05,5.745054230962987e-05,0.0007803556145219,0.0003007792615544,0.0002836791783616,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0002833637864913,7.612045008931521e-05,0.9188025451259264,0.0006039438789674,0.0002620090102032,0.0003574813863032,0.0002555251388469,0.0792325149286095,7.18877557330288e-06,0.000119307518989,True,Angleterre,Angleterre,True
Premier League,EFL Championship,9.67178807454208e-05,0.0004257776518132,0.9013842890517472,0.0004756036613515,0.0014444993761464,0.0006990067386649,0.0006920278821948,0.094368921428426,2.056365577977708e-05,0.0003925926731306,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.7267432770664243,0.0914930323435185,0.0324825089459534,0.0187585978618122,0.0009018493049887,0.0018462337762329,0.0017769075189854,0.0039050305644278,0.1093265180194705,0.0127660445981859,True,Allemagne,Allemagne,True
Serie B,Serie A,0.0050724815423355,0.000338178674292,0.0166843127129147,0.0002023870771165,0.0032156326407571,0.0002752431953869,0.0760349296795562,4.1302805228527945e-05,0.4988233944709171,0.3993121372014952,True,Italie,Italie,True
Bundesliga 2,Bundesliga,0.7329420924206107,0.2307549173446863,0.0027315569516202,0.0027117921591287,0.0009353943446902,0.0041590625215688,0.0001885576441114,0.0230907956730489,0.0004599509611218,0.0020258799794124,True,Allemagne,Allemagne,True
Bundesliga 2,Bundesliga,0.8209890264147024,0.0206765163198304,0.0361364763009205,0.0017455772430865,0.0004366439808539,0.0014761338355816,0.0013805054814605,0.0004322668749005,0.0001137255514794,0.1166131279971839,True,Allemagne,Allemagne,True
Serie B,Serie A,2.5228272228044763e-05,0.0215019297728535,0.0152188911929783,8.729470059282679e-06,0.0102519312755934,2.614668697061012e-06,0.0061118060347182,0.0001212310763739,0.8765231196442991,0.0702345185921989,True,Italie,Italie,True
EFL Championship,Premier League,0.000542510938374,0.000308867452634,0.4639239140905529,0.0004083958615626,5.705488604558507e-05,0.0005279639377465,0.0002158657103684,0.5339951149224665,1.0820406395468398e-05,9.491793853602784e-06,True,Angleterre,Angleterre,True
EFL Championship,Premier League,2.440130440254397e-05,0.000596237371316,0.39199335660907,0.0001571344448653,5.371014605821e-05,3.575172633675164e-06,0.0005487616061864,0.6060637510874738,0.0001442328874809,0.000414839370513,True,Angleterre,Angleterre,True
Ligue 2,Ligue 1,3.5021647124042384e-05,8.838317368916864e-05,0.0003477777723435,1.6227518519560634e-05,0.0003623503582334,0.9960880165585831,0.0028869182462118,0.0001192769453172,2.916724475921684e-06,5.311105550167688e-05,True,France,France,True
Ligue 2,Ligue 1,0.0017926335121986,0.0066563946979276,0.2734229797208798,0.0033844591154202,0.004534182695639,0.4686418486351609,0.1862389370572479,0.0007408331741138,0.0248140940284418,0.0297736373629701,True,France,France,True
Premier League,EFL Championship,1.1515436864872852e-05,0.0003301263157991,0.7725319498245349,6.139278588761244e-05,0.0003882688615579,2.80692226862694e-05,0.000209283733488,0.226149798952738,3.568111748647145e-05,0.0002539137489567,True,Angleterre,Angleterre,True
Serie B,Serie A,0.0006526779719604,0.0034577185898852,0.0061746047155869,7.813393895474775e-05,8.636056293299183e-05,0.0001482527172327,0.0003739675111929,0.0008923105890034,0.6311423091421212,0.3569936642611293,True,Italie,Italie,True
Ligue 2,Ligue 1,0.0023068103510579,0.0003984563620806,0.0021703892281694,0.0002839804184103,0.0004604597514166,0.9677912071543904,0.0244349202598721,0.0016888674814768,0.0003191932924916,0.0001457157006337,True,France,France,True
Premier League,EFL Championship,0.0001266038323143,0.0004559097661402,0.6417074347113967,0.0094059406487704,0.0087903988020729,0.0003529567093358,0.0004060979066073,0.3370656433870799,8.864685878549606e-05,0.0016003673774969,True,Angleterre,Angleterre,True
LaLiga 2,LaLiga,0.0003870853240553,0.0015952510255198,0.0069028637547454,0.513795816221486,0.4005298585793158,0.0071878103109214,6.178997118991271e-05,0.0016519339177955,0.0285945852262686,0.039293005668702,True,Espagne,Espagne,True
Serie B,Serie A,0.0008179219660317,0.0053017653782249,0.0022950465836057,0.0071804116052052,0.0081573859185312,0.0020271461965381,3.01885485643188e-05,0.0185938189736737,0.722706122255242,0.2328901925743827,True,Italie,Italie,True
Premier League,EFL Championship,0.0007412338511985,0.0004409787813558,0.6982698831532961,0.0001255990053718,0.0001414282474886,0.0001206173104305,0.0004469586391118,0.2994485794945632,9.012402103818723e-06,0.0002557091150794,True,Angleterre,Angleterre,True
LaLiga,LaLiga 2,0.0006769261321832,0.0004908752136811,0.0012500539127244,0.3475912975773964,0.6429829629739069,0.0003717791891213,0.003544002974494,0.0015385138989593,3.43572322847862e-05,0.0015192308952483,True,Espagne,Espagne,True
EFL Championship,Ligue 2,9.930969563877264e-05,0.0262391189518318,0.4534111299445676,5.844347357735405e-05,0.0034028446373835,0.001522464269091,0.5114178896455192,0.0026662646147719,0.0003409843452214,0.0008415504223972,True,Angleterre,France,False
EFL Championship,Premier League,1.051582602332668e-05,2.718702787828767e-05,0.0275003359477055,1.2309636777871664e-05,0.0001163013978101,7.37489607475403e-05,5.011852692899143e-05,0.9714140430223652,8.893400015781575e-05,0.0007065056536052,True,Angleterre,Angleterre,True
Premier League,EFL Championship,3.0466746666437103e-05,2.5759137234386827e-05,0.9883848239172868,0.008225184893918,5.615901317317164e-06,2.9325105205518133e-05,3.949190429107182e-06,0.0032541425523548,3.3644321488032625e-05,7.088234099152759e-06,True,Angleterre,Angleterre,True
EFL Championship,Premier League,0.0006520252963834,0.000746493942928,0.3600445754104456,0.0005854866593874,0.0022375390662791,9.027399669272384e-05,0.0018418589388102,0.6329286743782206,1.158166227496414e-05,0.0008614906485776,True,Angleterre,Angleterre,True
LaLiga 2,LaLiga,0.0006559247048753,0.0017498414776424,0.0005364510868392,0.9588909370444206,0.0328612182806758,0.0010130769060905,4.361529269672642e-05,0.0026848492553103,0.0014634384978832,0.0001006474535657,True,Espagne,Espagne,True
Ligue 1,Ligue 2,0.0006190408757956,0.0004382504173161,0.0022855016506129,0.0018960817842423,0.006463388691551,0.4468635870987587,0.5382735218868242,0.0005310674060471,0.0001086480831064,0.0025209121057453,True,France,France,True
LaLiga 2,LaLiga,0.0001356488256435,2.847926790945513e-05,0.0005398458857092,0.9854243971787578,0.0124665308127356,3.055898654771044e-05,9.071973047400708e-05,0.0004536533086659,1.4003772521705447e-05,0.0008161622310348,True,Espagne,Espagne,True
Premier League,EFL Championship,0.0002002042776291,0.0052946871519491,0.7907244544391757,0.000150408983694,0.0018555926775234,0.0005016613600848,0.0059406837648961,0.1837964439320699,0.0034614808946506,0.0080743825183269,True,Angleterre,Angleterre,True
Premier League,EFL Championship,9.570930049343722e-05,0.0001140238392288,0.9053033553814428,7.383303885686514e-05,4.382706620737228e-05,0.0001374945750119,0.000126705692552,0.0940707920992371,2.8843854716743743e-05,5.4151522530183634e-06,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0001203372636108,0.0002708120348643,0.9036891077644672,0.0004377362274043,0.0006103549429527,0.0002483654129309,0.0002022217972061,0.0941460187848665,3.261372720189811e-06,0.0002717843989769,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.9008770203387384,0.0958544934290084,0.0001965642929205,0.0002675978906185,3.041966519693585e-05,0.0008577062494234,1.773911395617891e-06,0.0015234136401957,0.000142906186242,0.0002481043962607,True,Allemagne,Allemagne,True
LaLiga 2,Ligue 2,0.0006153966628531,0.1335607717240359,0.3581346256976679,6.837969075538533e-06,0.0631160711540941,5.251450369535093e-05,0.442470367803738,4.355180662778544e-05,6.222250158414419e-05,0.0019376401766282,True,Espagne,France,False
Premier League,EFL Championship,0.0002192815880004,0.0002377270978421,0.9261372189755426,0.0003067888485747,9.601985151422347e-05,2.2565797618637928e-05,0.0001989730869166,0.0725411026296354,2.6974054787743376e-05,0.0002133480695675,True,Angleterre,Angleterre,True
Serie B,Serie A,5.752970209692478e-05,0.0011430945118637,0.0033884925481368,0.000221477056718,0.0004607982586979,0.0004789797221748,0.000421405775134,0.0490636303050072,0.6146340268465369,0.3301305652736334,True,Italie,Italie,True
Bundesliga,Bundesliga 2,0.2087472980116672,0.77635103552015,0.0094581676055552,3.962124895473478e-05,0.0001189326619237,2.0032669800456117e-05,0.0002948881884692,0.0048545173605196,4.097159370393448e-05,7.453513925575216e-05,True,Allemagne,Allemagne,True
EFL Championship,Premier League,0.0014104021506785,3.119465991029736e-05,0.128286868587278,8.872550203808712e-05,2.7875714283151208e-05,0.0002982340448103,7.917598673539507e-06,0.8697993989419641,9.833054914548127e-06,3.95497454493858e-05,True,Angleterre,Angleterre,True
Serie A,Serie B,5.256249643044846e-05,0.0104051615611467,0.016288424792459,0.0022074932530071,0.0033033466350505,0.000361806833892,6.824155259195566e-05,0.0142154206399304,0.3961403059646137,0.5569572362708779,True,Italie,Italie,True
Premier League,EFL Championship,4.7405606096827584e-05,3.1119842683921305e-05,0.8716885371836957,0.0006666165077918,0.0001218824247983,4.265603615327913e-05,5.083399129729961e-05,0.1273282571626151,1.0074941909384651e-05,1.261630295833519e-05,True,Angleterre,Angleterre,True
Ligue 1,LaLiga 2,0.0004329829084578,0.1634250883461101,0.2398504404008209,0.0004674223508733,0.3589267890257051,0.1314750972647115,0.0124303932094939,0.0030961539547701,0.0018089769256266,0.0880866556134304,True,France,Espagne,False
LaLiga 2,LaLiga,0.0003383282072982,0.0555014631590981,0.0417412273085076,0.4666044602707623,0.4300109086406604,0.0006918148728443,3.510372384310229e-05,0.0032959185282034,0.0011420171332617,0.0006387581555209,True,Espagne,Espagne,True
Bundesliga 2,Serie B,0.0025717177675001,0.1219238251539979,0.12097202438753,1.925937315782496e-05,0.0013249949431587,5.463168540490568e-05,0.0327581585313204,2.9194166371457032e-05,0.0011533078506828,0.7191928861408757,True,Allemagne,Italie,False
Premier League,EFL Championship,0.0012724102414068,0.0022345113372039,0.5078613398431447,0.0016086794167818,0.001792126182358,0.0008074811289321,4.1651464856776605e-05,0.4841327640665617,0.0002144800084373,3.45563103167643e-05,True,Angleterre,Angleterre,True
Premier League,EFL Championship,4.6160671932753136e-05,0.001533320978105,0.8107210089430155,0.0001337883259494,0.0079462526929205,0.0001860384069438,0.000734181829004,0.1770697394819886,0.0008673913635762,0.0007621173065639,True,Angleterre,Angleterre,True
Premier League,EFL Championship,8.933735692327067e-05,7.304914818295953e-05,0.6412184533942399,5.8051303907962256e-05,1.9708832463954285e-05,0.000190573661302,1.4109905762296903e-05,0.3583167197632158,3.323491004346892e-06,1.6673142997364e-05,True,Angleterre,Angleterre,True
Serie B,Serie A,6.139840223035909e-06,0.0005094818104185,0.0026114753820434,8.521296004819559e-05,8.990136837635636e-05,2.6717682932069025e-05,3.0410880160269582e-06,0.0008696770003456,0.9510901224816491,0.0447082303859476,True,Italie,Italie,True
EFL Championship,Premier League,0.0001238347589166,8.090141977031275e-05,0.0159137355746968,0.0030368941467576,0.0009803386506915,0.0001188083030801,0.0001225803798344,0.9792977043181124,5.052962710157322e-05,0.0002746728210382,True,Angleterre,Angleterre,True
EFL Championship,Premier League,0.001772169341401,0.0010755260607694,0.3134413593688703,0.0015083123638898,0.0006908765758834,0.0032931360082022,0.0007156842962672,0.6754166350032957,4.021256311282946e-05,0.0020460884183078,True,Angleterre,Angleterre,True
Premier League,EFL Championship,3.722596966755916e-05,0.0001296766301152,0.6432401371668774,0.0008984570542053,0.0013711498920287,0.0010822239341374,0.0001073799402013,0.3524733110538685,2.168754796207922e-05,0.0006387508109363,True,Angleterre,Angleterre,True
Premier League,EFL Championship,1.484931724347993e-05,0.0009099493798379,0.5385844482614653,2.095778834012759e-05,0.0002373040194363,9.528968217720184e-06,0.0002264374263168,0.4599189970095727,1.233211811069416e-05,6.519571145881229e-05,True,Angleterre,Angleterre,True
EFL Championship,Premier League,0.0001352581460233,0.0002103039565803,0.378541491684057,0.000718573989086,0.0002053656654488,0.000245171577977,0.0001004085322975,0.6194753360902076,0.0001420613998942,0.000226028958428,True,Angleterre,Angleterre,True
LaLiga,LaLiga 2,0.000152239911947,0.0009272501391014,0.0022448241330899,0.1902806290331197,0.805668749700257,1.5698487279729073e-05,0.0002633349602787,0.0001031642693995,2.5536210878272835e-06,0.0003415557444387,True,Espagne,Espagne,True
Serie A,Serie B,0.0001697450448267,0.00029101318546,0.0128621451979759,0.0039329364042555,0.0029567596473146,0.0002881636792274,0.0003713051651607,0.0615161677430866,0.4344888426305245,0.4831229213021675,True,Italie,Italie,True
Premier League,EFL Championship,0.0001886590241154,0.0001083315964422,0.5231543797343372,0.0006575979395881,0.0009658534740741,0.0004636242644011,0.0001699748877733,0.4739159908287408,0.0001178276086881,0.0002577606418393,True,Angleterre,Angleterre,True
LaLiga,LaLiga 2,0.0005085191389304,0.0014261796772844,0.0016536315688581,0.3515502529169276,0.6351372898779667,0.0009499079957929,3.508284606720436e-05,0.008343230168131,5.263708792239818e-05,0.0003432687221189,True,Espagne,Espagne,True
Premier League,EFL Championship,0.0006085810404575,0.0004095895244565,0.8741148600269985,0.0001230014883155,0.0001057959284221,0.0001948888141252,0.0001286601295929,0.124041404676553,9.529220482568908e-05,0.0001779261662527,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0001832538025062,1.7003658770986607e-05,0.7109152224402291,3.751015033715664e-05,2.433755457216561e-05,8.086567964238677e-05,1.7409099718089843e-05,0.2886906195243238,3.676311000256175e-06,3.0101778899866434e-05,True,Angleterre,Angleterre,True
Bundesliga 2,Bundesliga,0.9593750406416456,0.0315495943456968,0.003784227010982,7.335608419924338e-05,0.0014371850597128,2.989114101783609e-05,0.0021193610486258,1.662697862737542e-05,4.9040607405362726e-05,0.001565677082087,True,Allemagne,Allemagne,True
LaLiga 2,LaLiga,0.0006492352264781,0.0006386606069484,0.0002343505404356,0.7336501215343624,0.2566490919250723,0.0003567857728642,0.0071183122827927,1.6977424483421632e-05,3.769808510120784e-06,0.0006826948780524,True,Espagne,Espagne,True
LaLiga 2,LaLiga,9.72322687321277e-06,1.422376905296416e-05,1.2636399452415227e-05,0.986746720527166,0.0131293254714979,2.387350007510786e-05,2.938284502097707e-06,4.5885544368575376e-05,6.135865471398306e-06,8.537411540166304e-06,True,Espagne,Espagne,True
EFL Championship,Premier League,7.952395548643389e-05,0.0001687616968236,0.3681057587223703,6.455709329167432e-05,0.000521156014082,6.80559482798928e-05,0.0005204570827196,0.6303313703960886,1.4671661603815946e-05,0.0001256874292539,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0007253339845555,0.0003330930611515,0.857970381769968,0.0033820986009276,0.001045403987305,0.0004219761966819,0.0004298539942153,0.1351921194018434,6.97264120227634e-05,0.0004300125913287,True,Angleterre,Angleterre,True
Serie A,Serie B,2.389116451365556e-05,0.0018922105538885,2.8154104907202464e-05,0.0035095038039511,0.0005631188160062,1.3447177552954674e-05,0.00035473496349,0.0037648763588489,0.1194875400030048,0.8703625230538363,True,Italie,Italie,True
EFL Championship,Premier League,0.0001592576933895,0.0001183910980239,0.3407658368979193,0.0001587023594985,0.0003563320355426,0.001186768433146,0.0003041119550381,0.6568308227984611,3.965209624649603e-06,0.000115811519356,True,Angleterre,Angleterre,True
Premier League,EFL Championship,6.567595010049723e-05,0.0032086863250855,0.9320573639873172,0.0001660727416443,7.86648691703719e-05,5.46782150135547e-06,0.0002316472340788,0.064129895391379,8.837037770186301e-06,4.7688641952837705e-05,True,Angleterre,Angleterre,True
Bundesliga,Bundesliga 2,0.3534496993146096,0.5412316247575149,0.0033954376407851,0.0003547029972769,0.0935926003676166,0.0003119037613035,2.8177726046318564e-05,0.0001176957203482,0.0029668622134381,0.0045512955010603,True,Allemagne,Allemagne,True
Bundesliga 2,Premier League,0.0001650108557447,0.0124513736837329,0.1567975569921173,0.0006762879822704,0.002558391074478,1.1264051319343892e-05,0.003485320960292,0.8211852366536437,1.4835401354413108e-05,0.0026547223450467,True,Allemagne,Angleterre,False
Ligue 2,Ligue 1,0.0007111025670027,8.480469897244761e-05,8.950653281317302e-05,0.000156733499157,0.0001573564094116,0.9952612529153811,0.0020734000161584,0.0013041364245337,6.226518355354506e-05,9.944175301618073e-05,True,France,France,True
LaLiga 2,LaLiga,0.0044206096419484,0.0026381960541654,0.0108679483077241,0.5053385773679934,0.4661378010941884,0.0076609620793547,1.589553404045906e-05,0.0018758253506865,5.148064329518549e-05,0.000992703926603,True,Espagne,Espagne,True
EFL Championship,Premier League,0.0187080478136534,0.0010265969477458,0.3476591939017528,0.0007873675009853,0.000202985677863,0.0313960511333233,0.0005490939863577,0.5250576089739276,0.0738791427341449,0.0007339113302459,True,Angleterre,Angleterre,True
Premier League,EFL Championship,0.0007848878701318,0.0007665685574664,0.7244691920082588,0.0003961277740589,0.0002293912731429,0.0001263045299535,9.413439230638084e-05,0.273010157059769,8.561333954360704e-05,3.762319536856879e-05,True,Angleterre,Angleterre,True
LaLiga 2,LaLiga,0.0001747009636448,0.0002501374996448,0.0114709166414878,0.538561174066276,0.4462253187560371,0.0002130021491811,0.0009613850350267,0.0012961693040066,3.594915512782932e-05,0.0008112464295669,True,Espagne,Espagne,True
Premier League,EFL Championship,5.625114987134499e-05,4.936427945400984e-05,0.6422759340335155,0.0003172452440542,8.797900249814169e-05,0.0002300037772647,0.0001160273785931,0.3568294675760959,6.437998702626847e-06,3.128955995038956e-05,True,Angleterre,Angleterre,True
Ligue 1,Ligue 2,0.0011536825920597,0.0002783848421737,0.0026516754001922,0.0003413625910458,0.0001371727613755,0.4132882700322564,0.5810578232889245,0.0010591492578078,8.528277529356384e-06,2.395095663463205e-05,True,France,France,True
Premier League,EFL Championship,3.65669708175945e-05,0.0001381416219342,0.5767739862866057,0.0003049555395466,0.0006176742864061,0.000892682942011,7.93479130095726e-05,0.4208344749316529,6.7603680340069325e-06,0.0003154091399822,True,Angleterre,Angleterre,True
Ligue 2,Ligue 1,0.0001007135007727,0.0001290184315277,0.0037987744330545,3.249893499494749e-05,0.0034664227108624,0.975405369664014,0.0162339647620472,0.0005626078549329,3.156871218947296e-06,0.0002674728365744,True,France,France,True
Bundesliga 2,Bundesliga,0.665007942479558,0.3203101042293864,0.0120210352833371,6.610894303196343e-05,5.033489654396609e-05,0.0001854434905926,5.976291635778022e-05,0.0022230757015995,6.115908938666233e-05,1.5032970206000142e-05,True,Allemagne,Allemagne,True
Serie B,Serie A,6.843746087767181e-05,0.0002533301781633,0.0386845920729215,2.9176161547058347e-05,0.001654213766868,0.0013216521414584,0.0030048053899716,0.0028847148776761,0.5986095193383963,0.3534895586121195,True,Italie,Italie,True
LaLiga,LaLiga 2,4.646615645041434e-05,0.0054404626269365,0.0060232188198828,0.1817801436810573,0.7887518977264311,0.0007504787409697,0.0001201587298029,0.0149809609258822,0.0019704872129078,0.000135725379679,True,Espagne,Espagne,True
Bundesliga 2,Bundesliga,0.960568609131246,0.0373952213168803,0.0014128948254854,5.045040648230516e-05,4.023131038249495e-05,1.3914924711398051e-05,6.164699499738788e-06,0.0002990738177982,0.0001728353037481,4.060426376580333e-05,True,Allemagne,Allemagne,True
Premier League,EFL Championship,0.0039649286115978,0.0012807092892289,0.6338209227264894,0.0002414770427479,0.0001491685401054,0.0004502663229554,0.0001596432388932,0.3598530411002223,2.3823724164171203e-05,5.601940359540695e-05,True,Angleterre,Angleterre,True
